"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458408.02129291,2458408.04262054,1842.707
2458408.20505379,2458408.22638415,1842.943
2458408.38859424,2458408.40992726,1843.174
2458408.57191440,2458408.59325014,1843.408
2458408.75501476,2458408.77635304,1843.627
2458408.93789481,2458408.95923576,1843.858
2458409.12055487,2458409.14189896,1844.129
2458409.30299565,2458409.32434259,1844.376
2458409.48521603,2458409.50656586,1844.626
2458409.66721688,2458409.68856962,1844.877
2458409.84899817,2458409.87035375,1845.122
2458410.03055970,2458410.05191823,1845.377
2458410.21190272,2458410.23326435,1845.645
2458410.39302608,2458410.41439078,1845.910
2458410.57393041,2458410.59529823,1846.179
2458410.75461630,2458410.77598716,1846.442
2458410.93508355,2458410.95645751,1846.710
2458411.11533266,2458411.13671028,1847.026
2458411.29536455,2458411.31674545,1847.310
2458411.47517840,2458411.49656265,1847.599
2458411.65477528,2458411.67616297,1847.897
2458411.83415545,2458411.85554644,1848.181
2458412.01331895,2458412.03471335,1848.476
2458412.19226702,2458412.21366514,1848.797
2458412.37099905,2458412.39240076,1849.108
2458412.54951572,2458412.57092110,1849.424
2458412.72781788,2458412.74922683,1849.733
2458412.90590555,2458412.92731813,1850.047
2458413.08377938,2458413.10519613,1850.407
2458413.26144078,2458413.28286143,1850.745
2458413.43888889,2458413.46031346,1851.083
2458413.61612501,2458413.63755357,1851.428
2458413.79314960,2458413.81458211,1851.769
2458413.96996288,2458413.99139934,1852.110
2458414.14656571,2458414.16800667,1852.498
2458414.32295848,2458414.34440360,1852.859
2458414.49914144,2458414.52059085,1853.229
2458414.67511558,2458414.69656931,1853.602
2458414.85088128,2458414.87233924,1853.967
2458415.02643896,2458415.04790148,1854.362
2458415.20179024,2458415.22325729,1854.754
2458415.37693425,2458415.39840580,1855.142
2458415.55187208,2458415.57334827,1855.543
2458415.72660447,2458415.74808526,1855.940
2458415.90113161,2458415.92261699,1856.337
2458416.07545419,2458416.09694479,1856.788
2458416.24957351,2458416.27106899,1857.209
2458416.42348879,2458416.44498915,1857.631
2458416.59720131,2458416.61870666,1858.062
2458416.77071146,2458416.79222177,1858.491
2458416.94401943,2458416.96553468,1858.918
2458417.11712587,2458417.13864672,1859.401
2458417.29003128,2458417.31155729,1859.847
2458417.46273557,2458417.48426687,1860.304
2458417.63523968,2458417.65677633,1860.767
2458417.80754382,2458417.82908574,1861.222
2458417.97964814,2458418.00119539,1861.683
2458418.15155361,2458418.17310663,1862.181
2458418.32325970,2458418.34481824,1862.658
2458418.49476690,2458418.51633100,1863.138
2458418.66607577,2458418.68764556,1863.630
2458418.83718634,2458418.85876172,1864.113
2458419.00809881,2458419.02968000,1864.615
2458419.17881427,2458419.20040139,1865.127
2458419.34933166,2458419.37092456,1865.626
2458419.51965156,2458419.54125040,1866.139
2458419.68977440,2458419.71137914,1866.650
2458419.85969994,2458419.88131054,1867.156
2458420.02942848,2458420.05104538,1867.701
2458420.19896096,2458420.22058400,1868.231
2458420.36829621,2458420.38992528,1868.752
2458420.53743487,2458420.55907013,1869.286
2458420.70637711,2458420.72801852,1869.818
2458420.87512268,2458420.89677023,1870.349
2458421.04367185,2458421.06532605,1870.923
2458421.21202535,2458421.23368590,1871.472
2458421.38018209,2458421.40184893,1872.015
2458421.54814279,2458421.56981599,1872.564
2458421.71590741,2458421.73758700,1873.116
2458421.88347578,2458421.90516171,1873.665
2458422.05084817,2458422.07254097,1874.258
2458422.21802515,2458422.23972445,1874.819
2458422.38500579,2458422.40671152,1875.375
2458422.55179082,2458422.57350313,1875.944
2458422.71838027,2458422.74009908,1876.505
2458422.88477398,2458422.90649927,1877.065
2458423.05097232,2458423.07270462,1877.671
2458423.21697577,2458423.23871470,1878.244
2458423.38278361,2458423.40452906,1878.807
2458423.54839668,2458423.57014877,1879.381
2458423.71381502,2458423.73557374,1879.953
2458423.87903861,2458423.90080389,1880.520
2458424.04406789,2458424.06584026,1881.133
2458424.20890353,2458424.23068254,1881.707
2458424.37354484,2458424.39533049,1882.280
2458424.53799281,2458424.55978515,1882.858
2458424.70224765,2458424.72404661,1883.430
2458424.86630937,2458424.88811494,1884.001
2458425.03017864,2458425.05199128,1884.612
2458425.19385622,2458425.21567558,1885.192
2458425.35734162,2458425.37916749,1885.755
2458425.52063577,2458425.54246835,1886.335
