"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458498.84776723,2458498.86342329,1352.684
2458498.95010744,2458498.98397580,2926.226
2458499.05705343,2458499.09835129,3568.135
2458499.16789942,2458499.20800822,3465.401
2458499.28361281,2458499.31327824,2563.093
2458499.84689570,2458499.86263749,1360.091
2458499.94886957,2458499.98175476,2841.280
2458500.05506036,2458500.09549809,3493.820
2458500.16488979,2458500.20458696,3429.836
2458500.27950731,2458500.30918861,2564.464
2458500.83977072,2458500.85383315,1214.994
2458500.94091309,2458500.97203116,2688.601
2458501.04613567,2458501.08540744,3393.081
2458501.15472113,2458501.19421706,3412.449
2458501.26786138,2458501.29845306,2643.122
2458501.82651825,2458501.83710289,914.513
2458501.92630173,2458501.95482098,2464.063
